owner,repo,number,title,comments,pr,bug,feature,unlabelled,reaction_p1,reaction_other
r-lib,rlang,277,Formula constructor,1,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,rlang,215,call_inline(),0,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,rlang,191,is_named should return TRUE for 0 length vectors,5,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,rlang,180,Implementation of defer,2,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,rlang,141,friendly_type() and matrices,7,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,rlang,135,dots_n() should take into account splicing,2,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,rprojroot,42,?find_root_file should link to the criteria,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,rprojroot,41,Switch pkgdown template,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,rprojroot,39,knitr dependency?,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,rprojroot,37,FR: find_root if exists without error,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,rprojroot,36,Strip terminal slash,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,rprojroot,31,Warn if backslashes are used?,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,rprojroot,28,"#27: add ""and"" logic to criteria",4,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,rprojroot,27,Add & operator for criteria,2,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,scales,192,percent_format default accuracy not ideal for axis labeling,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,scales,190,width parameter for numeric scales,3,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,scales,189,"Updated R/trans-numeric.r to include easy conversion to thousands scale, millions scale, billions scale and trillions scale. Further could be extended to any arbitrary power of 10.",0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,scales,182,Boxcox does not throw an error when given NA values (#181),1,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,scales,181,boxcox_trans() does not work with missing values.,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,scales,59,"tickmark/break calculations with exp_trans, probability_trans fail often",5,FALSE,TRUE,FALSE,FALSE,0,0
r-lib,scales,192,percent_format default accuracy not ideal for axis labeling,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,scales,190,width parameter for numeric scales,3,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,scales,189,"Updated R/trans-numeric.r to include easy conversion to thousands scale, millions scale, billions scale and trillions scale. Further could be extended to any arbitrary power of 10.",0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,scales,182,Boxcox does not throw an error when given NA values (#181),1,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,scales,181,boxcox_trans() does not work with missing values.,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,scales,59,"tickmark/break calculations with exp_trans, probability_trans fail often",5,FALSE,TRUE,FALSE,FALSE,0,0
r-lib,sessioninfo,29,Include more information if ui is RStudio,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,sessioninfo,26,Emoji hash,5,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,sessioninfo,6,Provide a way to compare session info from two systems,2,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,sessioninfo,3,Colored output,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,styler,451,Add equals_style(),2,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,styler,448,Styling a package should style demos/,0,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,styler,440,Release scheduling,2,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,styler,438,conflict between `lintr` and `styler` about curly brackets,3,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,styler,436,Set transformers for RStudio addin or for all styler functions?,1,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,styler,433,Minimal styling,3,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,styler,432,Escape non-ASCII characters in strings,7,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,styler,430,Wrong brace indention with two consecutive braces and `strict = FALSE`,3,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,styler,429,Integrate with coala,2,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,styler,428,Braces in function calls,7,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,styler,415,Pretty-printting of function call in Usage section in .Rd,5,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,styler,414,Wrap long lines,4,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,styler,410,Integrating stylermd into styler,10,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,styler,398,Try getting fork commits merged into master if useful,1,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,styler,382,Simplify compute_indent_indices,0,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,styler,371,Add newline after multiline function declaration,5,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,svglite,93,circles drawn in grid viewports are too big,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,svglite,92,Missing edges in svg file for some point characters when background color is set,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,svglite,91,"Make <style> element optional, or add an id?",0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,svglite,90,Saved svg size does not correspond to specified,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,svglite,89,use same default height and width values for svglite() and the inline functions?,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,svglite,86,Extremely low resolution of a raster part of svg,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,tar,1,CRAN submission,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,827,Add check.attributes argument to compare.POSIXt,0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,testthat,826,Add skip_on_ci() function,1,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,testthat,825,Support test skipping on CircleCI builds?,4,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,824,problem with the travis CI build system ? ,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,823,List reporter error bug,1,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,testthat,822,Use sha1 instead of digest to overcome precision errors,1,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,testthat,821,Define a generic for identical() so custom methods can be utilized,1,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,testthat,820,expect_identical() doesn't dispatch on identical() methods defined in other packages,2,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,819,Fixed small typo in docs.,0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,testthat,817,Adding 'info' parameter to comparison tests for consistency with other functions,2,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,testthat,816,export_error should warn if text match but class exists,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,815,scoping and test env,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,813,all_equal() does not pass `check.name` parameters to all.equal.character(),0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,810,Package not available when using R CMD check --as-cran,3,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,809,Make auto_test_package work with C++ tests,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,808,Documentation Issue: expect_match dots refers to base::grepl Details section,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,806,Improve junit time format compatibility,0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,testthat,805,expect_output doesn't let you control console width,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,804,"Disable cutesy, encouraging messages?",1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,803,Fixes for devel devtools,1,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,testthat,802,Expose chdir arguments in test functions,16,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,testthat,799,"""testthat:::all_passed"" method returns TRUE even when some tests fail",0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,797,stop_on_failure option for progress and summary reporters,2,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,796,Use conditionMessage not $message,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,795,Should the check reporter write the result object to a file?,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,794,Function imported with @importFrom does not work with devtools::test(),4,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,793,Support for wildcard in expect_known_output,0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,testthat,792,Error: 'local_envvar' is not an exported object from 'namespace:withr',1,FALSE,TRUE,FALSE,FALSE,0,0
r-lib,testthat,791,Complex skip condition may fail vapply in reporter,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,790,Error: Not compatible with STRSXP: [type=NULL],2,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,789,expect_equal() fails for numeric vectors containing Inf values,0,FALSE,TRUE,FALSE,FALSE,0,0
r-lib,testthat,785,Reporters: end_file() method is never called,1,FALSE,TRUE,FALSE,FALSE,0,0
r-lib,testthat,784,retest option,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,783,expect_warning and expect_message need class argument,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,782,expect_known_results,9,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,781,warning created in tests not passed into the invisible output object,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,772,Add option to ignore all warnings,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,771,change object -> act$val in 2 places,0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,testthat,770,unquoting fails in expect_s3_class,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,768,expect_known_error(),0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,766,S4 method test fails when passing load_all env,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,765,Suppression of JIT compilation within testthat environments,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,762,Idea: use as arg-checker,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,755,Is it possible to gain access to `inst` in C++ code?,2,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,753,Allow Jenkins/Java-style class names in JunitReporter,0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,testthat,752,"could not find function ""test_dir""",4,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,751,named condition gives unexpected result,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,750,expect_setequal doesn't work on lists (document?),1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,748,Rebuild site to clarify non-tverse membership.,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,747,No proper DSL for nested example groups within `describe` blocks,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,746,use SummaryReporter for dumb terminal,4,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,testthat,744,'Names for current but not for target' error with Test_that,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,743,Improve error message with missing arguments,3,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,740,test_examples says it skipped Rd files which do contain example code,1,FALSE,TRUE,FALSE,FALSE,0,0
r-lib,testthat,739,Infinite recursion ending in nearing stack overflow,1,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,testthat,729,Consider traceback of expectation failures,2,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,testthat,728,Progress reporter should ignore contexts,1,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,testthat,727,Handle keyboard interruption better?,1,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,testthat,719,Helper for invisible output,0,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,testthat,713,Likely an incorrect usage of Sys.timezone on R-devel and issues on SOLARIS,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,702,Provide expectations inspired by rlang `is_` functions,1,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,testthat,697,Should TESTTHAT envvar be set inside individual `test_that()`s?,2,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,testthat,694,encoding on windows with expect_known_output,6,FALSE,TRUE,FALSE,FALSE,0,0
r-lib,testthat,684,expect_known_value default for update param,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,681,expect_known_display(),0,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,testthat,675,Add two columns to data reurned by list reporter,3,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,testthat,674,API changes,0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,testthat,667,Should expect_s3_class() check for identical class vectors?,6,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,testthat,666,Further improving the progress reporter,4,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,testthat,655,Enable `expect_*()` to directly compare values of expressions?,5,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,testthat,644,Multiple C++ test files,1,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,testthat,447,Extract code around compare() to separate package,0,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,tracer,2,Export formatting routine?,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,tracer,1,recover() replacement,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,usethis,543,Import yaml or ...,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,usethis,542,use_spell_check() does not find typos,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,usethis,541,"consider putting `install_cran(""pkgdown)` in `before_cache` rather than `before_deploy` ",0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,usethis,540,Muffle setup and teardown of scoped_temporary_things,0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,usethis,538,"Use ui_path(base = NA) to mean ""just apply styling""",0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,usethis,537,Revisit proj_sitrep() now that we have proj_activate(),0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,usethis,535,use_pkgdown_travis() lacks some detail,12,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,usethis,534,Making pr_*() functions work for anyone besides Hadley 😇,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,usethis,533,Build protocol flexibility into pr_*() functions,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,usethis,532,use_news_md() assumes git repo,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,usethis,531,Encourage (require?) use of fs for path handling functions internally,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,usethis,530,Encourage ORCID use,0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,usethis,529,use_pkgdown_travis(): does it say or do anything about released vs dev site?,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,usethis,528,Optionally allow non-CRAN names in create_package and use_description,3,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,usethis,527,Check scope of GITHUB_PAT,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,usethis,526,`git_vaccinate()` drops blank lines and repeated comments,1,FALSE,TRUE,FALSE,FALSE,0,0
r-lib,usethis,523,Handle multiple existing types in use_dependency(),0,FALSE,TRUE,FALSE,FALSE,0,0
r-lib,usethis,522,use_tidy_standards_issue(),0,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,usethis,516,Break use_github flow into smaller pieces,0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,usethis,510,Automatically add changes to git (but don't commit),0,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,usethis,501,Add use_makefile() and use_jenkinsfile().,4,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,usethis,486,Allow symbolic links to data directories,1,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,usethis,485,Change proj_path_prep(),4,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,usethis,477,New use_tic(),0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,usethis,476,New use_travis_deploy(),0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,usethis,475,WIP: Automate enabling Travis CI with the travis package,0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,usethis,468,Add use_rcpp_armadillo and use_rcpp_eigen; closes #421,0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,usethis,466,"conspicuous_place may get the ""wrong"" Desktop",9,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,usethis,443,"Make the ""tidy DESCRIPTION"" lifestyle the default or something one can opt in to",5,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,usethis,406,Helper for constructing links suitable for use_course(),2,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,usethis,405,Refactor tidy_unzip(),0,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,usethis,404,Document how to use use_course() with a folder on Google Drive,0,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,usethis,342,Check out jaredlander/RepoGenerator,0,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,usethis,314,use_tutorial(),0,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,usethis,307,"use_cpp11, use_cpp14, use_cpp17",4,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,usethis,298,Dependency analysis,7,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,usethis,169,use_project() should create DESCRIPTION?,4,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,usethis,22,Scripts to use clang-format locally and on travis,7,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,usethis,11,Could use_travis() turn on repo automatically?,9,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,vctrs,145,Resubmission of #143,0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,vctrs,141,vec_rip(),12,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,140,Type stable [<- for base classes,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,139,Think through type labels,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,137,Release vctrs 0.1.0,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,130,Process algebra feedback,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,125,Try Fibonacci hash,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,124,Make vec_size() and vec_slice() generic,2,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,122,integer64 support (follow up to #121),6,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,vctrs,119,Add bit64 support,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,115,Document NULL handling,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,114,R 3.1 - double dispatch requires explicit exports in packages that build on vctrs,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,107,Optional hashing of string values,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,106,Partial type for factors,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,105,Partial type for shape-less vector,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,88,Test behaviour of summary generics with 0-length inputs,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,87,Provide `median()` and `quantile()` methods,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,86,Implement vec_arg_min and vec_arg_max,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,82,Complete base S3 classes vignette,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,79,vec_is and vec_assert_is,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,76,Length-y list_of?,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,75,Sketch C implementation plan,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,57,Better error messages,3,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,49,Use ALTREP for recycling,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,vctrs,46,Option to vec_rbind() to take intersection of data frame columns,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,withr,84,Let with_tempfile() and local_tempfile() be directories,4,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,withr,80,Destructor syntax,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,withr,78,with_handlers,2,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,withr,76,Defer on globalenv,6,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,withr,70,with_envvar_clear,1,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,withr,64,Suggestion: literal with_dev function,0,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,withr,56,Rename local_ to scoped_,0,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,withr,53,Update readme with current function list.,0,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,withr,51,consider 'with_backup' helper?,3,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,withr,3,with_temp_package(),0,FALSE,FALSE,TRUE,FALSE,0,0
r-lib,xml2,241,Problem with nested entities in xml2,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,xml2,240,slow performance when creating moderately large XML files,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,xml2,239,Error on creating new XML - Expecting an external pointer,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,xml2,238,_R_CHECK_LENGTH_1_LOGIC2_,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,xml2,231,Requires C++11 but doesn't declare it,2,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,xml2,230,"Installation fails on Mac OS, ""Library not loaded: @rpath/libxml2.2.dylib"" - miniconda conflict",3,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,xml2,221,xml_attr()<-is mishandling xml_nodesets,1,FALSE,TRUE,FALSE,FALSE,0,0
r-lib,xml2,220,xml standalone property,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,xml2,217,HTTP error 500 when reading in parallel.,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,xml2,216,NONET option error?,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,xml2,214,Installation fails on linux RHEL,2,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,xml2,213,Add as_xml_document method for data.frame,1,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,xml2,210,Add similar dput function to node sets,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,xml2,208,"option ""NOWARNING"" for read_xml has no effect",0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,xml2,197,Fix install on OSX if Anaconda is installed,0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,xml2,189,xml_validate() fails for constructed XML,1,FALSE,TRUE,FALSE,FALSE,0,0
r-lib,xml2,183,"Added a ""user agent"" section to `read_html`/`read_xml` documentation.",0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,xml2,171,xml_new_root should accept an xml_namespace object,0,FALSE,FALSE,FALSE,FALSE,0,0
r-lib,zeallot,49,version support R 3.1 never sent to CRAN,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,zeallot,47,Destructuring Assignment by Name,5,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,zip,12,Ziplistonly + miniz 2.0.7 - For Information,0,TRUE,FALSE,FALSE,FALSE,0,0
r-lib,zip,11,upgrade to miniz >2.0 for Zip64 support and listing zips with >65535 files?,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,zip,10,zip folder appears empty after zipping,4,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,zip,8,CRAN update,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,zip,7,Unzip,0,FALSE,FALSE,FALSE,TRUE,0,0
r-lib,zip,3,Windows cannot complete the extraction. The Compressed (zipped) Folder '<file path>' is invalid,8,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,277,package install hangs ,0,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,276,Random table names break Google query cache,0,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,275,Help text for bigrquery.quiet option is incorrect,0,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,274,"""[notFound]"" error but query was successful in logs",0,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,273,Option to add field descriptions,0,TRUE,FALSE,FALSE,FALSE,0,0
r-dbi,bigrquery,272,Add description to bq_fields,0,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,271,Provide option to set environment variables for project name and auth file,0,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,270,"insert_upload_job - large dataframe - Error in writeLines(str, con = con, useBytes = TRUE) :    attempting to add too many elements to raw vector",1,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,269,"Error in pb_tick(self, private, len, tokens) : !self$finished is not TRUE ",0,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,268,as.character(column_name) translates to CAST(column_name as TEXT) for BigQuery ,1,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,267,calculate median in bigrquery + dplyr ,1,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,265,"Two test fails with ""Access Not Configured [...] JSON API.""",0,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,263,DBI::dbWriteTable field.types not supported by bigrquery,2,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,262,bq_table_download: Exceeded rate limits,3,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,261,Getting query results from the execution,0,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,260,Add pkgdown website,2,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,258,set_service_token error,3,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,257,file ‘src/RcppExports.cpp’ has the wrong MD5 checksum building on Mac,0,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,256,Feature to upload dataframe with a list-type column,0,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,252,Add Job ID in the error output of `bq_perform_upload`,0,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,251,POSIXt import to TIMESTAMP field fails ,2,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,248,"Downloading table in chunks by bq_table_download fails with ""Invalid unsigned integer value""",1,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,247,query causes R to crash,13,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,246,dataset location option,1,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,244,Collect strptime and gmtime somewhere for re-use?,2,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,bigrquery,167,Use auth from gargle,5,FALSE,FALSE,TRUE,FALSE,0,0
r-dbi,bigrquery,94,64-bit integers,11,FALSE,FALSE,TRUE,FALSE,0,0
r-dbi,DBI,268,dbSendQuery documentation unclear regarding when SQL request is executed vs prepared,4,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,DBI,264,High-level features,0,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,DBI,256,Use Volatile keyword for teradata connection,1,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,DBI,252,Better documentation about data import and export,0,FALSE,FALSE,FALSE,FALSE,0,0
r-dbi,DBI,247,"Unable to return decimal(17, 7) column automatically",3,FALSE,FALSE,FALSE,TRUE,0,0
r-dbi,DBI,240,Specify n argument for dbReadTable(),0,FALSE,FALSE,FALSE,TRUE,0,0
